Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,6.24,13466,88.96,1791,N/A,7.13
astar,true,10.24,12912,85.30,1791,N/A,7.89
bfs,true,5.77,13464,88.95,1791,N/A,6.35
dfs,true,4.14,8642,57.09,1791,N/A,5.56
wallFollower,true,7.08,13354,88.22,1791,N/A,6.30
dijkstra,false,6.93,16514,99.81,433,0,6.76
astar,false,10.69,13963,84.40,444,11,6.57
bfs,false,5.35,16514,99.81,433,0,4.99
dfs,false,2.04,4317,26.06,1727,1294,2.51
wallFollower,false,5.54,12522,75.69,1675,1242,4.62
