Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,82.29,254980,97.29,8873,N/A,116.81
astar,true,146.18,254809,97.22,8873,N/A,126.37
bfs,true,67.18,254982,97.29,8873,N/A,122.44
dfs,true,38.17,165041,62.97,8873,N/A,109.70
wallFollower,true,62.56,205536,78.42,8873,N/A,140.06
dijkstra,false,103.63,286825,99.96,1728,0,88.48
astar,false,176.51,286796,99.95,1730,2,115.59
bfs,false,51.13,286826,99.96,1728,0,104.27
dfs,false,7.71,29612,10.32,16340,14612,31.16
wallFollower,false,32.59,129479,45.13,9218,7490,67.33
