Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,29.75,100856,89.78,4905,N/A,62.26
astar,true,57.97,100291,89.28,4905,N/A,45.54
bfs,true,23.72,100862,89.78,4905,N/A,53.94
dfs,true,10.78,50080,44.58,4905,N/A,33.53
wallFollower,true,32.14,116986,104.14,4905,N/A,43.83
dijkstra,false,41.55,122857,99.94,1151,0,44.46
astar,false,70.24,122782,99.88,1151,0,30.57
bfs,false,22.64,122856,99.94,1151,0,49.10
dfs,false,5.82,16532,13.45,9421,8270,16.17
wallFollower,false,16.58,57418,46.71,6073,4922,32.77
