Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1205.192,538622,54.96,8471,930.52
astar,true,2509.182,953931,97.34,8471,455.29
bfs,true,1094.262,961138,98.08,8471,710.70
dfs,true,606.893,564864,57.64,8471,786.28
wallFollower,true,708.212,838218,85.53,8471,858.11
dijkstra,false,1647.594,584242,58.23,11400,1170.20
astar,false,3622.346,983119,97.99,6500,878.75
bfs,false,1232.855,988650,98.54,6500,1248.90
dfs,false,699.930,607303,60.53,16241,858.29
wallFollower,false,1101.055,1096277,109.26,79073,1100.54
