Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1596.855,686700,40.13,11084,1515.48
astar,true,4489.569,1676997,98.00,11084,1090.46
bfs,true,1959.076,1687047,98.59,11084,1545.91
dfs,true,842.372,810895,47.39,11084,1265.68
wallFollower,true,1510.248,1811639,105.87,11084,1484.68
dijkstra,false,3215.843,1152252,65.77,15076,2067.07
astar,false,6341.909,1714558,97.87,8691,1162.60
bfs,false,2377.644,1725198,98.48,8691,2430.44
dfs,false,1145.333,937385,53.51,20701,1555.74
wallFollower,false,1513.771,1518537,86.68,126911,1849.61
