Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1700.052,751488,49.08,10421,1282.46
astar,true,3908.774,1501054,98.03,10421,1111.70
bfs,true,1573.032,1511010,98.68,10421,1469.41
dfs,true,554.827,544785,35.58,10421,761.95
wallFollower,true,1562.045,1983003,129.50,10421,1403.82
dijkstra,false,2821.728,1052619,67.14,12669,1924.27
astar,false,5455.948,1529195,97.54,8069,1291.98
bfs,false,1947.294,1540102,98.24,8069,1892.18
dfs,false,799.818,697319,44.48,16795,1023.35
wallFollower,false,1254.298,1456983,92.94,112332,1279.08
