Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1402.246,593214,41.05,10179,1199.38
astar,true,3667.183,1415565,97.96,10179,833.14
bfs,true,1658.286,1424019,98.55,10179,1150.06
dfs,true,992.632,909868,62.97,10179,1235.44
wallFollower,true,906.569,1079492,74.71,10179,1092.50
dijkstra,false,1536.845,556958,37.65,14194,1377.67
astar,false,5096.575,1444937,97.67,8138,1295.79
bfs,false,1938.832,1454346,98.31,8138,1757.73
dfs,false,628.335,528656,35.74,20380,903.85
wallFollower,false,1526.544,1567641,105.97,112663,1436.67
