Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2134.538,1348302,64.17,12042,796.97
astar,true,4023.596,2067534,98.40,12042,466.56
bfs,true,1244.732,2058011,97.94,12042,886.05
dfs,true,555.017,1137925,54.15,12042,508.78
wallFollower,true,760.468,1938245,92.24,12042,895.62
dijkstra,false,2405.562,1259988,58.57,17457,1012.86
astar,false,5020.003,2118670,98.49,9417,638.44
bfs,false,1237.665,2109697,98.07,9417,1175.56
dfs,false,360.110,721710,33.55,21705,577.29
wallFollower,false,885.390,2338906,108.73,163151,698.77
