Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,30.029,9971,49.86,1039,3518437208888.31
astar,true,53.600,19419,97.10,1039,1759218604447.48
bfs,true,20.252,18938,94.70,1039,5277655813328.87
dfs,true,6.901,7740,38.70,1039,7036874417767.59
wallFollower,true,18.535,25469,127.35,1039,3518437208890.08
dijkstra,false,31.137,9976,48.72,1116,3518437208891.04
astar,false,62.987,19452,95.02,808,7036874417768.66
bfs,false,24.056,19012,92.87,808,3518437208891.42
dfs,false,9.773,10947,53.47,1501,7036874417769.12
wallFollower,false,17.479,22652,110.65,2056,8.20
