Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2181.088,1236828,51.11,13542,864.52
astar,true,4490.287,2392020,98.84,13542,877.84
bfs,true,1409.251,2384152,98.52,13542,1010.55
dfs,true,608.183,1288621,53.25,13542,714.75
wallFollower,true,896.260,2276289,94.06,13542,896.24
dijkstra,false,2397.270,1336130,53.93,18934,1168.83
astar,false,5470.107,2450039,98.89,10512,718.65
bfs,false,1479.909,2440812,98.52,10512,789.76
dfs,false,518.091,963790,38.90,21046,746.58
wallFollower,false,956.278,2445673,98.71,185484,914.72
