Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2079.351,1285398,42.83,15399,1143.61
astar,true,5346.667,2967099,98.86,15399,710.90
bfs,true,1826.222,2955600,98.48,15399,967.71
dfs,true,830.674,1530756,51.00,15399,761.35
wallFollower,true,1138.128,2955879,98.49,15399,1121.74
dijkstra,false,3496.549,1901091,61.87,18335,1180.92
astar,false,6678.403,3031538,98.67,12009,887.87
bfs,false,1858.155,3023051,98.39,12009,1116.65
dfs,false,712.128,1359538,44.25,27618,922.72
wallFollower,false,1205.469,2977884,96.92,238188,1356.21
