Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,12.465,3264,65.29,447,3518437208884.24
astar,true,17.812,4614,92.30,447,3518437208885.46
bfs,true,7.632,4378,87.59,447,7036874417766.53
dfs,true,3.511,2421,48.43,447,5277655813325.15
wallFollower,true,6.106,5376,107.54,447,1759218604442.68
dijkstra,false,13.720,3159,61.74,550,8796093022208.41
astar,false,20.111,4785,93.50,451,8796093022208.52
bfs,false,8.990,4664,91.14,451,5277655813326.43
dfs,false,3.685,2445,47.76,626,8796093022207.76
wallFollower,false,6.426,5416,105.84,771,5277655813325.86
