Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2310.757,1493154,58.99,13867,895.02
astar,true,4673.387,2498578,98.71,13867,777.18
bfs,true,1529.032,2490239,98.38,13867,822.86
dfs,true,696.615,1441737,56.96,13867,725.49
wallFollower,true,861.818,2192767,86.63,13867,771.19
dijkstra,false,2189.832,1287125,49.67,18133,961.07
astar,false,5587.427,2559687,98.78,11044,732.93
bfs,false,1534.275,2551757,98.47,11044,907.34
dfs,false,434.805,736337,28.41,25821,373.15
wallFollower,false,1125.726,2788179,107.59,204314,1080.87
