Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1163.947,806800,49.80,10688,700.40
astar,true,2703.016,1602354,98.91,10688,364.70
bfs,true,983.706,1596412,98.54,10688,768.04
dfs,true,544.097,968396,59.78,10688,478.53
wallFollower,true,563.908,1313778,81.10,10688,593.80
dijkstra,false,1728.097,939882,56.67,17371,901.77
astar,false,3802.388,1642110,99.01,8469,525.17
bfs,false,1039.769,1637476,98.73,8469,569.43
dfs,false,442.713,767315,46.26,18574,484.63
wallFollower,false,625.784,1430543,86.25,120855,559.08
