Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,92.784,42862,53.58,2123,1759218604466.82
astar,true,160.611,79166,98.96,2123,1759218604468.24
bfs,true,71.636,78780,98.48,2123,32.28
dfs,true,27.777,33780,42.23,2123,17.59
wallFollower,true,52.957,94272,117.84,2123,32.17
dijkstra,false,136.850,53076,64.81,2737,1759218604470.29
astar,false,226.623,80285,98.04,1683,1759218604464.18
bfs,false,79.523,79194,96.71,1683,38.43
dfs,false,39.981,51088,62.38,2994,1759218604465.45
wallFollower,false,51.358,78634,96.02,6392,1759218604470.59
