Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1222.850,758773,52.51,10230,425.07
astar,true,2434.271,1429795,98.95,10230,509.97
bfs,true,901.768,1424947,98.61,10230,642.33
dfs,true,484.510,880753,60.95,10230,400.48
wallFollower,true,453.388,1137082,78.69,10230,503.04
dijkstra,false,1430.468,780932,52.79,14644,695.62
astar,false,3308.994,1460334,98.71,7840,426.39
bfs,false,990.829,1455778,98.40,7840,605.25
dfs,false,400.758,715431,48.36,20270,474.57
wallFollower,false,774.869,1814216,122.63,110634,659.98
