Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1632.393,1101795,55.09,11501,724.24
astar,true,3650.442,1972277,98.61,11501,517.25
bfs,true,1212.327,1962772,98.14,11501,744.09
dfs,true,570.143,1099732,54.99,11501,636.88
wallFollower,true,753.529,1811653,90.58,11501,780.85
dijkstra,false,1688.848,975756,47.65,18538,997.15
astar,false,4740.098,2028350,99.06,10111,534.75
bfs,false,1195.285,2024247,98.86,10111,845.19
dfs,false,515.545,920313,44.95,27389,488.13
wallFollower,false,958.634,2428754,118.61,161521,978.14
