Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4160.209,1303178,56.38,13167,1708.37
astar,true,7661.083,2259421,97.76,13167,1588.08
bfs,true,4104.430,2271887,98.30,13167,1665.93
dfs,true,1601.528,974654,42.17,13167,876.47
wallFollower,true,3307.702,2684736,116.16,13167,1799.91
dijkstra,false,3466.887,1076462,45.49,16842,1131.45
astar,false,9005.985,2326904,98.34,10058,1631.15
bfs,false,4077.453,2338794,98.85,10058,1864.55
dfs,false,1480.924,899740,38.03,22309,1269.37
wallFollower,false,2962.143,2325175,98.27,185146,2050.99
