Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,50.120,12491,62.46,1019,19.35
astar,true,74.165,18086,90.44,1019,16.71
bfs,true,43.638,19362,96.82,1019,10.69
dfs,true,22.998,12132,60.66,1019,12.85
wallFollower,true,28.684,16694,83.48,1019,11.56
dijkstra,false,54.491,13795,67.37,1229,18.83
astar,false,78.960,17721,86.54,785,14.02
bfs,false,42.485,19149,93.51,785,19.18
dfs,false,17.481,8755,42.75,1525,9.01
wallFollower,false,39.572,21555,105.26,2185,16.80
