Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3870.464,1333177,41.01,16097,2292.88
astar,true,9950.193,3167660,97.43,16097,1498.84
bfs,true,4775.775,3189895,98.11,16097,1892.73
dfs,true,1467.620,1121061,34.48,16097,1257.86
wallFollower,true,4304.350,4273790,131.45,16097,2326.92
dijkstra,false,6739.292,2159146,64.87,21293,2026.54
astar,false,12220.161,3271526,98.29,12594,1810.32
bfs,false,4606.062,3286121,98.73,12594,2916.79
dfs,false,2472.141,1889309,56.76,33703,2390.03
wallFollower,false,3594.152,3491870,104.91,241707,2847.72
