Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4458.618,1330367,66.52,11525,1265.49
astar,true,6913.117,1931093,96.55,11525,1289.46
bfs,true,3545.428,1950021,97.50,11525,1772.71
dfs,true,1799.782,1134276,56.71,11525,968.81
wallFollower,true,2276.288,1742761,87.14,11525,1163.95
dijkstra,false,3887.836,1078372,52.67,15943,1153.48
astar,false,8719.178,2012247,98.27,9491,1142.52
bfs,false,3730.475,2021455,98.72,9491,1357.47
dfs,false,1847.665,1088097,53.14,29782,1125.09
wallFollower,false,2741.541,2114778,103.28,151136,1596.73
