Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2019.614,631043,36.88,11057,866.72
astar,true,6093.295,1673005,97.77,11057,1265.24
bfs,true,3361.133,1683913,98.40,11057,803.33
dfs,true,1664.899,997353,58.28,11057,1149.07
wallFollower,true,1825.444,1438084,84.04,11057,883.47
dijkstra,false,3531.270,933896,53.31,14890,916.01
astar,false,7164.699,1708541,97.52,8818,899.50
bfs,false,3141.376,1719808,98.17,8818,940.23
dfs,false,867.076,479520,27.37,23684,665.01
wallFollower,false,2100.933,1656060,94.53,135601,1362.60
