Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2220.219,669519,52.31,9592,812.93
astar,true,4342.869,1252040,97.82,9592,761.77
bfs,true,2377.894,1260977,98.51,9592,935.39
dfs,true,1018.906,580644,45.36,9592,617.76
wallFollower,true,1765.271,1408164,110.01,9592,840.40
dijkstra,false,2464.478,704103,53.73,13332,756.08
astar,false,4882.517,1281999,97.83,7543,644.26
bfs,false,2266.153,1289288,98.39,7543,1058.63
dfs,false,982.695,594478,45.37,17530,597.77
wallFollower,false,1961.630,1456248,111.13,102795,841.62
