Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2826.125,772723,53.48,9987,744.20
astar,true,5072.854,1405795,97.29,9987,860.18
bfs,true,2822.766,1416334,98.02,9987,1386.26
dfs,true,1112.919,636032,44.02,9987,758.05
wallFollower,true,2160.926,1627699,112.64,9987,1151.22
dijkstra,false,3529.097,966848,65.35,15305,767.00
astar,false,6130.294,1450086,98.02,8442,863.39
bfs,false,2923.865,1459362,98.65,8442,1156.21
dfs,false,1031.124,574327,38.82,16740,679.43
wallFollower,false,1716.397,1257771,85.02,107202,1043.11
