Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4896.370,1442136,59.59,13199,1559.53
astar,true,7955.189,2361212,97.57,13199,1235.20
bfs,true,4245.182,2378432,98.28,13199,1458.35
dfs,true,1934.257,1186260,49.02,13199,1124.88
wallFollower,true,3106.382,2479712,102.47,13199,1617.64
dijkstra,false,4269.801,1182987,47.75,19859,1565.66
astar,false,10010.005,2435893,98.32,10965,1317.13
bfs,false,4742.014,2445419,98.70,10965,1571.71
dfs,false,1840.410,1082267,43.68,32071,1405.74
wallFollower,false,3843.499,3071461,123.97,158737,2065.87
