Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3916.418,1203987,66.70,11806,1509.89
astar,true,6168.644,1770003,98.06,11806,784.71
bfs,true,3108.206,1780048,98.62,11806,1302.73
dfs,true,2029.339,1285389,71.21,11806,894.04
wallFollower,true,1330.824,1050656,58.21,11806,1005.83
dijkstra,false,2356.337,737981,39.94,15007,1241.78
astar,false,7013.919,1820143,98.50,9255,1248.23
bfs,false,3370.698,1827007,98.87,9255,1094.52
dfs,false,1188.712,739208,40.00,19466,793.87
wallFollower,false,2377.380,1847554,99.98,150015,1443.57
