Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5403.472,2050861,60.68,16807,1962.33
astar,true,9996.020,3303376,97.73,16807,1669.06
bfs,true,4817.507,3323902,98.34,16807,1694.30
dfs,true,2148.778,1670495,49.42,16807,1359.15
wallFollower,true,3397.344,3435461,101.64,16807,2548.60
dijkstra,false,6487.662,2231988,64.50,23883,1975.71
astar,false,12375.469,3406826,98.46,12946,2123.19
bfs,false,4891.618,3416914,98.75,12946,1819.99
dfs,false,2204.786,1663493,48.07,32188,1740.53
wallFollower,false,3556.560,3482341,100.64,272820,2475.96
