Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2774.022,788566,51.50,10397,1141.18
astar,true,5398.566,1489353,97.26,10397,1002.79
bfs,true,2901.493,1500972,98.02,10397,1383.05
dfs,true,1307.104,763809,49.88,10397,810.21
wallFollower,true,1974.481,1544367,100.86,10397,924.02
dijkstra,false,2900.824,845456,53.93,14222,934.33
astar,false,6102.702,1526193,97.36,8046,1038.56
bfs,false,2945.147,1539058,98.18,8046,1209.31
dfs,false,781.544,421573,26.89,17205,550.52
wallFollower,false,2402.631,1822653,116.27,115688,1120.73
