Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5303.502,1821561,49.97,16582,1962.92
astar,true,11255.469,3552223,97.45,16582,1749.45
bfs,true,5411.059,3574717,98.07,16582,2543.63
dfs,true,2295.635,1514271,41.54,16582,1463.84
wallFollower,true,4402.977,4277681,117.36,16582,2668.60
dijkstra,false,7897.309,2217064,59.41,23937,2671.60
astar,false,16004.139,3676088,98.51,14341,2169.93
bfs,false,5816.706,3687705,98.82,14341,2909.56
dfs,false,2958.298,2048361,54.89,47773,1895.16
wallFollower,false,3696.825,3398019,91.06,268325,2523.93
