Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5788.584,2018233,53.37,17321,2109.02
astar,true,11909.960,3697139,97.78,17321,2395.29
bfs,true,5301.691,3718112,98.33,17321,2099.55
dfs,true,2821.963,2136613,56.51,17321,1866.32
wallFollower,true,3476.511,3305108,87.41,17321,2220.48
dijkstra,false,6633.139,1943788,50.21,25006,2320.31
astar,false,16368.074,3780986,97.67,13120,2282.05
bfs,false,5939.007,3803055,98.24,13120,2735.91
dfs,false,2277.364,1546516,39.95,35537,1861.37
wallFollower,false,5216.444,4643592,119.95,292949,2422.10
