Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2347.031,1111623,61.59,11202,1906.80
astar,true,3863.463,1753791,97.16,11202,1194.14
bfs,true,2132.523,1768093,97.96,11202,1408.97
dfs,true,928.910,876103,48.54,11202,1423.73
wallFollower,true,1670.660,1868755,103.53,11202,1656.69
dijkstra,false,2817.901,1002870,54.27,15502,2295.54
astar,false,6165.940,1809665,97.93,9161,1565.58
bfs,false,2437.812,1821147,98.55,9161,2230.34
dfs,false,1297.358,1018679,55.12,19434,1341.69
wallFollower,false,2328.397,2239417,121.18,135168,1836.96
