Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1511.714,670162,43.77,10206,1164.42
astar,true,3059.688,1487450,97.14,10206,1267.88
bfs,true,1618.920,1501713,98.07,10206,1506.71
dfs,true,841.927,770502,50.32,10206,1124.17
wallFollower,true,1328.315,1531120,99.99,10206,1159.89
dijkstra,false,1861.005,718142,45.81,12713,1685.91
astar,false,4755.162,1531535,97.70,7898,1302.66
bfs,false,1960.928,1542542,98.40,7898,1745.32
dfs,false,604.535,526547,33.59,21667,862.59
wallFollower,false,1686.425,1697876,108.31,123630,1502.64
