Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3301.210,1600053,69.23,12413,1357.47
astar,true,5014.656,2235583,96.73,12413,1405.05
bfs,true,2501.992,2256493,97.63,12413,2176.20
dfs,true,1654.566,1477140,63.91,12413,1864.24
wallFollower,true,1444.528,1678246,72.61,12413,1426.01
dijkstra,false,4281.232,1524624,64.43,18532,2941.65
astar,false,8280.058,2314692,97.82,10386,1807.78
bfs,false,3178.347,2327435,98.36,10386,3110.13
dfs,false,1714.918,1416587,59.87,20602,2200.66
wallFollower,false,2399.702,2335952,98.72,182884,2339.20
