Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2206.906,1039310,47.13,12739,1914.01
astar,true,4762.439,2155658,97.76,12739,1324.14
bfs,true,2433.038,2169848,98.41,12739,2129.90
dfs,true,1384.673,1244661,56.45,12739,1418.44
wallFollower,true,1582.528,1933186,87.67,12739,1647.96
dijkstra,false,3334.518,1131006,50.10,17318,2872.40
astar,false,7932.526,2211992,97.99,10181,1977.63
bfs,false,3001.118,2223677,98.50,10181,2533.63
dfs,false,1370.354,1104468,48.93,24212,1522.18
wallFollower,false,2726.326,2500648,110.77,173723,2650.08
