Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3790.986,1701722,40.47,18104,3164.89
astar,true,9294.729,4110805,97.76,18104,3704.97
bfs,true,4905.521,4135052,98.34,18104,4153.35
dfs,true,2011.551,1784251,42.43,18104,2441.62
wallFollower,true,4098.373,4854924,115.46,18104,3639.65
dijkstra,false,5812.009,1918202,44.56,23483,4391.57
astar,false,15546.811,4240972,98.51,15106,4272.93
bfs,false,5661.201,4257710,98.90,15106,4154.22
dfs,false,2554.560,1929290,44.81,41088,3136.83
wallFollower,false,4602.301,4311906,100.16,320304,4182.84
