Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3816.847,1728156,45.70,16613,3217.84
astar,true,8158.820,3677600,97.26,16613,2177.61
bfs,true,4142.725,3704979,97.98,16613,2519.85
dfs,true,2609.357,2453931,64.90,16613,2816.97
wallFollower,true,2275.730,2671140,70.64,16613,2347.96
dijkstra,false,7151.055,2417204,62.44,23505,4451.02
astar,false,14447.622,3786470,97.81,13586,2938.16
bfs,false,5343.574,3803805,98.26,13586,4632.67
dfs,false,2019.580,1623060,41.93,35064,2472.59
wallFollower,false,4583.733,4135620,106.84,291333,4164.24
