Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3200.796,1388364,34.19,17402,3652.30
astar,true,8773.548,3949929,97.26,17402,3099.64
bfs,true,4418.094,3978661,97.97,17402,4366.34
dfs,true,1685.706,1560506,38.42,17402,2515.03
wallFollower,true,4213.664,5017164,123.54,17402,3444.15
dijkstra,false,5251.251,1695755,40.79,24822,3802.60
astar,false,15275.325,4069575,97.88,13879,3050.31
bfs,false,5602.852,4090254,98.38,13879,4156.91
dfs,false,1697.273,1490234,35.84,43260,2084.84
wallFollower,false,5106.829,4611056,110.90,314987,4004.41
