Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2790.003,1150451,41.66,13715,2634.31
astar,true,5954.575,2673690,96.83,13715,1868.31
bfs,true,3250.714,2700422,97.80,13715,2554.34
dfs,true,1466.475,1310676,47.47,13715,1974.83
wallFollower,true,2626.094,2914036,105.53,13715,2294.72
dijkstra,false,5483.908,1870134,66.16,17925,3672.03
astar,false,10429.142,2763784,97.77,11617,2774.81
bfs,false,4120.893,2778253,98.28,11617,3350.38
dfs,false,1825.274,1389285,49.15,40772,1980.35
wallFollower,false,3076.018,2823727,99.89,203703,3154.91
