Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2145.666,957396,39.56,13130,2427.06
astar,true,5047.468,2366565,97.79,13130,1771.71
bfs,true,2639.855,2379168,98.31,13130,2456.52
dfs,true,1318.839,1191034,49.22,13130,1612.46
wallFollower,true,2088.907,2467842,101.98,13130,2278.31
dijkstra,false,3080.642,1129044,45.57,19561,2454.13
astar,false,8371.475,2419492,97.66,10651,1791.57
bfs,false,3145.882,2432496,98.18,10651,2843.52
dfs,false,866.203,757653,30.58,26770,1212.53
wallFollower,false,2719.026,2713220,109.51,184636,2259.64
