Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1892.022,921307,56.87,10639,1531.07
astar,true,3369.338,1577820,97.40,10639,979.98
bfs,true,1759.768,1591702,98.25,10639,1498.96
dfs,true,786.020,692245,42.73,10639,1149.84
wallFollower,true,1653.173,1864884,115.12,10639,1223.51
dijkstra,false,2540.459,925182,55.78,17461,1973.37
astar,false,5507.011,1636660,98.68,8635,1076.48
bfs,false,2229.329,1641780,98.99,8635,1897.65
dfs,false,751.753,608934,36.72,22445,971.24
wallFollower,false,2110.237,1942314,117.11,121406,1962.04
