Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1236.260,597733,53.13,8733,798.21
astar,true,2360.223,1094753,97.31,8733,694.35
bfs,true,1209.454,1105131,98.23,8733,1074.29
dfs,true,621.108,558176,49.62,8733,796.86
wallFollower,true,993.433,1141647,101.48,8733,939.77
dijkstra,false,1593.737,574420,49.88,11555,1121.27
astar,false,3860.082,1133688,98.43,7134,867.00
bfs,false,1564.222,1138487,98.85,7134,1344.11
dfs,false,677.113,496051,43.07,19890,850.90
wallFollower,false,1214.391,1109491,96.33,86728,1201.23
