Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5648.676,2584380,55.56,18473,3724.13
astar,true,10481.887,4527946,97.35,18473,2202.55
bfs,true,5260.820,4560883,98.06,18473,4162.41
dfs,true,2394.784,2136923,45.94,18473,3441.78
wallFollower,true,4553.623,5046972,108.51,18473,4221.82
dijkstra,false,8187.842,2676218,56.20,27849,4939.76
astar,false,17554.926,4677773,98.24,14930,3601.78
bfs,false,6679.687,4692556,98.55,14930,5362.71
dfs,false,2674.121,2126473,44.66,41401,3417.87
wallFollower,false,5197.447,4789187,100.58,366033,4720.93
