Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,9.911,10925,54.63,1000,16.08
astar,true,16.910,16782,83.91,1000,9.70
bfs,true,9.052,18577,92.89,1000,16.88
dfs,true,4.666,9067,45.34,1000,10.60
wallFollower,true,10.002,22765,113.83,1000,15.53
dijkstra,false,9.497,9578,46.79,1199,16.10
astar,false,18.593,17923,87.56,834,11.02
bfs,false,10.222,19186,93.73,834,16.96
dfs,false,6.103,11367,55.53,1330,12.78
wallFollower,false,8.843,19264,94.10,2033,14.74
