Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1206.579,796403,44.12,10852,1115.18
astar,true,2782.477,1742760,96.55,10852,575.55
bfs,true,1460.997,1760767,97.55,10852,1176.35
dfs,true,695.357,935059,51.80,10852,651.84
wallFollower,true,1045.378,1750136,96.96,10852,993.19
dijkstra,false,2070.447,979803,53.02,15947,1288.59
astar,false,4784.387,1804500,97.65,8775,1231.43
bfs,false,1726.832,1817335,98.35,8775,1345.99
dfs,false,944.065,1197170,64.78,18073,1130.99
wallFollower,false,1367.054,2091296,113.17,135172,1502.15
