Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1803.836,1157250,52.48,12741,1193.79
astar,true,3450.885,2148069,97.42,12741,1174.66
bfs,true,1687.378,2166926,98.27,12741,1254.65
dfs,true,850.109,1190644,54.00,12741,1075.74
wallFollower,true,1147.521,2041405,92.58,12741,1206.56
dijkstra,false,2613.915,1269451,56.24,17821,1661.56
astar,false,5917.229,2218367,98.27,10169,1280.39
bfs,false,2032.304,2227914,98.69,10169,1659.10
dfs,false,825.266,1067138,47.27,20416,1224.92
wallFollower,false,1648.636,2582667,114.41,172990,1451.54
