Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3872.501,2423453,59.67,17962,1852.78
astar,true,6810.035,3966079,97.66,17962,2181.93
bfs,true,3213.781,3986851,98.17,17962,2478.03
dfs,true,1253.932,1660045,40.88,17962,1101.14
wallFollower,true,2810.428,4819368,118.67,17962,2002.08
dijkstra,false,5210.999,2286869,55.00,25670,2277.60
astar,false,13454.804,4062562,97.71,14198,2051.96
bfs,false,4293.299,4079434,98.12,14198,3051.80
dfs,false,1924.540,2474909,59.53,45498,2218.39
wallFollower,false,2619.705,3914826,94.16,309894,2290.01
