Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4236.296,2729787,56.81,19166,2477.76
astar,true,7741.851,4676497,97.33,19166,2476.31
bfs,true,3744.211,4721599,98.26,19166,2607.53
dfs,true,1728.860,2440833,50.80,19166,2305.96
wallFollower,true,2648.739,4745657,98.76,19166,2879.67
dijkstra,false,8096.267,3372915,68.56,29595,3487.05
astar,false,16002.420,4824641,98.08,15919,3534.12
bfs,false,4732.516,4846138,98.51,15919,4042.88
dfs,false,2475.496,3249496,66.06,59074,2936.50
wallFollower,false,3411.357,5342194,108.60,353061,3491.23
