Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2444.441,1484616,37.87,17532,2095.79
astar,true,6410.628,3796537,96.85,17532,1980.11
bfs,true,3163.762,3832759,97.77,17532,2668.91
dfs,true,1108.437,1414230,36.08,17532,1494.11
wallFollower,true,2891.906,5028293,128.27,17532,2421.98
dijkstra,false,6862.133,3028555,75.46,24753,1935.19
astar,false,12343.662,3944347,98.28,14456,1894.90
bfs,false,3791.203,3957880,98.62,14456,3038.73
dfs,false,1290.413,1544200,38.48,46423,1472.14
wallFollower,false,2969.765,4787094,119.28,266003,2712.81
