Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2620.668,1514594,33.66,18536,1727.22
astar,true,7201.155,4388618,97.52,18536,2656.86
bfs,true,3542.758,4419208,98.20,18536,3051.38
dfs,true,1383.714,1899256,42.21,18536,1849.50
wallFollower,true,3013.033,5219428,115.99,18536,2918.69
dijkstra,false,7513.605,3219658,69.89,27217,3513.41
astar,false,14305.467,4546185,98.68,15412,3007.42
bfs,false,4603.888,4558787,98.95,15412,4043.76
dfs,false,1658.970,2096562,45.51,43209,1925.86
wallFollower,false,2665.106,4147797,90.03,335374,3295.22
