Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,922.395,659940,58.66,8714,751.62
astar,true,1678.054,1097616,97.57,8714,418.49
bfs,true,879.633,1105558,98.27,8714,597.53
dfs,true,400.305,558710,49.66,8714,612.00
wallFollower,true,638.633,1141121,101.43,8714,788.36
dijkstra,false,1223.568,577525,50.15,12273,707.56
astar,false,2807.997,1128167,97.96,7063,741.71
bfs,false,1045.047,1134306,98.49,7063,853.42
dfs,false,471.194,589229,51.16,15773,470.71
wallFollower,false,662.397,1101142,95.61,92512,726.44
