Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2182.129,1436164,62.14,13012,1190.65
astar,true,3615.448,2262422,97.89,13012,1142.15
bfs,true,1830.340,2273881,98.38,13012,1629.58
dfs,true,881.243,1218937,52.74,13012,1205.96
wallFollower,true,1268.059,2196113,95.02,13012,1709.12
dijkstra,false,2994.770,1403062,59.30,17119,1399.76
astar,false,6418.767,2319912,98.04,10002,1577.77
bfs,false,2230.943,2331062,98.52,10002,1629.10
dfs,false,975.457,1263598,53.40,27575,1318.62
wallFollower,false,1539.762,2342380,98.99,175305,1548.39
