Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,7273.354,4690756,68.53,24455,3330.44
astar,true,11676.848,6735995,98.41,24455,4145.54
bfs,true,5590.013,6760516,98.77,24455,3320.70
dfs,true,2845.135,3886672,56.78,24455,3068.80
wallFollower,true,3480.728,5935258,86.71,24455,3774.16
dijkstra,false,7479.728,3256001,46.46,33685,4066.86
astar,false,21352.430,6912984,98.65,19733,3923.19
bfs,false,6913.351,6930026,98.89,19733,4842.53
dfs,false,3461.872,4271537,60.95,44551,3493.59
wallFollower,false,5288.700,7979261,113.86,510701,5639.29
