Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3344.009,1020024,33.99,15341,1985.89
astar,true,9555.253,2917056,97.19,15341,1408.27
bfs,true,5296.985,2941340,98.00,15341,2495.09
dfs,true,2003.174,1236800,41.21,15341,1356.50
wallFollower,true,4414.062,3542822,118.04,15341,1994.61
dijkstra,false,4801.293,1415466,46.07,24735,1939.75
astar,false,12306.493,3026143,98.49,12534,1770.96
bfs,false,5601.489,3035534,98.80,12534,2313.67
dfs,false,3154.038,1878646,61.14,32617,1803.52
wallFollower,false,4173.273,3245557,105.63,223226,2181.71
