Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5015.238,1508436,68.41,13164,1600.99
astar,true,7897.109,2163845,98.13,13164,1524.12
bfs,true,4153.820,2173804,98.59,13164,1873.69
dfs,true,1935.400,1223051,55.47,13164,1243.86
wallFollower,true,2480.301,1974742,89.56,13164,1071.38
dijkstra,false,4243.407,1116360,49.45,15824,1771.53
astar,false,9546.487,2209126,97.86,10148,1222.02
bfs,false,4052.874,2218213,98.27,10148,1420.60
dfs,false,1999.402,1202082,53.25,23609,1358.53
wallFollower,false,3202.675,2446807,108.39,169436,1566.54
