Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5292.448,1798185,44.28,17754,2172.58
astar,true,11813.929,3983434,98.08,17754,1545.71
bfs,true,5511.767,3999626,98.48,17754,3763.31
dfs,true,3085.847,2297405,56.57,17754,1777.57
wallFollower,true,3450.392,3545198,87.29,17754,2469.90
dijkstra,false,8229.654,2439719,58.68,30364,2719.51
astar,false,18054.494,4103494,98.70,15218,2601.92
bfs,false,6309.533,4114954,98.97,15218,2240.35
dfs,false,2334.368,1764364,42.44,61441,1892.44
wallFollower,false,4333.549,3864984,92.96,300264,2722.04
