Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4652.159,1731702,49.32,16851,1536.83
astar,true,10809.377,3448350,98.21,16851,1653.24
bfs,true,5195.195,3465718,98.70,16851,2328.67
dfs,true,2048.795,1560918,44.45,16851,1629.20
wallFollower,true,3856.217,3917475,111.57,16851,1522.01
dijkstra,false,5222.292,1712931,47.65,19708,1868.15
astar,false,14134.309,3538710,98.44,13762,2822.98
bfs,false,5083.157,3550855,98.78,13762,2804.11
dfs,false,2054.267,1586956,44.15,65077,2055.21
wallFollower,false,3496.999,3345832,93.08,237715,2565.56
