Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,950.827,311595,56.53,5864,442.65
astar,true,1819.549,535819,97.20,5864,436.59
bfs,true,1005.657,541134,98.17,5864,339.48
dfs,true,529.579,326008,59.14,5864,255.78
wallFollower,true,575.303,456084,82.74,5864,339.22
dijkstra,false,1040.058,325926,57.75,7859,496.17
astar,false,2148.918,547812,97.07,4606,378.62
bfs,false,1038.450,554227,98.21,4606,501.14
dfs,false,520.316,317063,56.18,12184,392.84
wallFollower,false,667.568,514413,91.15,42659,382.67
