Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2759.424,807788,38.44,12723,1245.96
astar,true,7469.093,2055117,97.80,12723,1426.56
bfs,true,4031.760,2067808,98.41,12723,1626.09
dfs,true,1370.356,826910,39.35,12723,1080.48
wallFollower,true,3299.530,2560766,121.87,12723,1719.33
dijkstra,false,3919.353,1053464,48.97,16657,1284.34
astar,false,9154.136,2108421,98.01,10162,1615.55
bfs,false,4217.934,2118094,98.46,10162,1197.00
dfs,false,1473.553,908021,42.21,26722,961.35
wallFollower,false,2611.979,2007429,93.32,157432,1248.00
