Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5262.246,1649970,57.29,14676,1814.87
astar,true,9529.770,2807371,97.48,14676,1708.14
bfs,true,5062.119,2825613,98.11,14676,2379.16
dfs,true,2524.862,1660718,57.66,14676,2186.05
wallFollower,true,3144.816,2452756,85.17,14676,1348.64
dijkstra,false,5811.533,1690950,57.35,19553,1937.83
astar,false,11684.975,2899573,98.34,11761,1467.65
bfs,false,5074.584,2909634,98.68,11761,2125.69
dfs,false,2778.999,1658536,56.25,34647,1758.70
wallFollower,false,3745.596,3002264,101.82,224810,1921.32
