Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3734.134,1089656,34.87,15421,1829.09
astar,true,11260.099,3047262,97.51,15421,1717.65
bfs,true,5913.078,3065560,98.10,15421,1576.93
dfs,true,2254.402,1201191,38.44,15421,1234.35
wallFollower,true,4612.262,3862170,123.59,15421,2242.11
dijkstra,false,5984.225,1811512,56.62,20595,2105.27
astar,false,11870.414,3145688,98.32,12172,1527.15
bfs,false,5013.017,3158798,98.73,12172,2327.47
dfs,false,1723.708,1205238,37.67,29846,1133.30
wallFollower,false,4056.024,3541446,110.69,249012,2597.62
