Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3259.506,1074709,40.63,14573,1452.07
astar,true,8319.678,2581148,97.59,14573,1448.27
bfs,true,4510.367,2596661,98.17,14573,1828.55
dfs,true,1115.088,778233,29.42,14573,1061.57
wallFollower,true,4276.072,3746995,141.66,14573,1817.52
dijkstra,false,4325.573,1172285,43.29,23336,1717.32
astar,false,11309.725,2672582,98.70,11423,1150.89
bfs,false,5126.211,2681474,99.03,11423,1611.92
dfs,false,2041.783,1282195,47.35,32757,1149.65
wallFollower,false,3732.975,2986169,110.28,203056,1767.03
