Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2640.240,778342,48.05,10775,1194.45
astar,true,5689.162,1586979,97.96,10775,1067.74
bfs,true,3166.821,1594571,98.43,10775,1337.81
dfs,true,1268.581,734135,45.32,10775,883.18
wallFollower,true,2427.672,1782033,110.00,10775,1058.55
dijkstra,false,3971.462,1031259,62.18,17813,1051.35
astar,false,6968.425,1627713,98.14,8732,787.06
bfs,false,3417.372,1635686,98.62,8732,1509.24
dfs,false,1879.856,995637,60.03,26192,1074.87
wallFollower,false,2589.441,1891432,114.04,122474,1397.00
