Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4723.030,1763246,44.98,17570,1867.35
astar,true,11499.250,3835858,97.85,17570,1517.94
bfs,true,5572.607,3857519,98.41,17570,2174.46
dfs,true,2485.684,1836994,46.86,17570,1782.75
wallFollower,true,4372.423,4183530,106.72,17570,2595.44
dijkstra,false,7235.102,2196414,54.73,26387,3034.82
astar,false,16051.961,3929678,97.92,14377,2471.32
bfs,false,5568.330,3947357,98.36,14377,3139.22
dfs,false,2877.976,2080174,51.83,27649,2122.21
wallFollower,false,4650.834,4272254,106.46,295917,2696.04
