Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1024.56,3722925,91.67,25709,1702.01
astar,true,1186.09,3912345,96.33,25709,1696.83
bfs,true,664.24,3722932,91.67,25709,1287.97
dfs,true,177.32,1451274,35.73,25709,927.53
wallFollower,true,809.13,4811581,118.48,25709,1662.98
dijkstra,false,1788.03,4243980,95.43,4796,1096.05
astar,false,1334.33,2202831,49.54,4862,979.53
bfs,false,574.90,4243991,95.43,4796,993.75
dfs,false,174.92,1341708,30.17,282779,756.03
wallFollower,false,41.81,91677,2.06,36619,437.94
